Coaster_Name,Location,Status,Manufacturer,Year_Introduced,latitude,longitude,Type_Main,Opening_Date,Speed_mph,Height_ft,Inversions,Gforce,Cost
Vekoma Illusion,Bobbejaanland,Operating,Vekoma,1989,51.1993,4.909,Steel,1989-06-15,31.1,91.9,0,,
Twister II,Elitch Gardens,Operating,Hensel Phelps Construction,1995,39.7464,-105.0144,Wood,1995-05-27,55.0,,0,3.1,
Derby Racer,Revere Beach,Removed,Fred W. Pearce,1911,42.42,-70.986,Wood,1911-01-01,,,0,,140000.0
Thunderbolt (2014 roller coaster),Luna Park,Operating,Zamperla,2014,40.5735,-73.9826,Steel,2014-06-14,56.0,,4,4.3,9000000.0
Pepsi Orange Streak,Nickelodeon Universe,Operating,Zierer,1992,,,Steel,1992-08-11,40.0,,0,,
Corkscrew (Alton Towers),Alton Towers,Removed,Vekoma,1980,52.9847,-1.8904,Other,1980-04-04,40.0,,2,3.1,1000000.0
Flight of the Hippogriff,Other,,"Vekoma (Orlando, Japan)Mack Rides (Hollywood, Beijing)",2008,,,Steel,,28.5,,0,,
Looping Star (Clacton Pier),Clacton Pier,Operating,Pinfari,2021,51.7864,-1.155,Steel,2021-10-23,,36.1,1,,
Furius Baco,PortAventura Park,Operating,Intamin,2007,41.0847,1.1564,Steel,2007-06-05,83.9,,1,4.7,15000000.0
Winja's Fear & Force,Other,Operating,Maurer AG,2002,50.8002,6.8777,Steel,2002-03-30,37.2,,0,,
Magic Flyer (roller coaster),Other,,Bradley and Kaye,1971,,,Steel,,10.0,,0,2.1,
Timber Drop,Fraispertuis City,Operating,S&S – Sansei Technologies,2011,48.3242,6.7295,Steel,2011-07-12,41.0,96.0,2,,3000000.0
Hagrid's Magical Creatures Motorbike Adventure,Universal's Islands of Adventure,Operating,Intamin,2019,28.4298,-81.5859,Steel,2019-06-13,50.0,,0,,300000000.0
Gotham City Gauntlet: Escape from Arkham Asylum,Other,,Maurer AG,2000,,,Steel,,28.0,,0,,
Roller Soaker,Hersheypark,Removed,Setpoint USA,2002,40.2914,-76.6531,Steel,2002-05-04,20.5,,0,,
Backety-Back Scenic Railway,Crystal Beach,Removed,,1909,42.8675,-79.0592,Wood,1909-01-01,10.0,,0,,50000.0
Iron Shark,Galveston Island Historic Pleasure Pier,Operating,Gerstlauer,2012,29.2858,-94.7895,Steel,2012-06-01,52.0,,4,,
ArieForce One,Fun Spot America Atlanta,Under construction,Rocky Mountain Construction,2022,,,Steel,2022-01-01,64.0,,4,3.75,13000000.0
Kondaa,Walibi Belgium,Operating,Intamin,2021,50.6977,4.585,Steel,2021-05-08,70.2,,0,,25000000.0
T3 (roller coaster),Kentucky Kingdom,Operating,Vekoma,2015,38.1941,-85.747,Steel,1995-04-08,49.7,,5,,
Frankie's Mine Train,Other,,Zamperla,2005,,,Steel,,,,0,,
Colorado Adventure,Phantasialand,Operating,Vekoma,1996,50.7987,6.8815,Steel,1996-05-11,31.1,,0,,
Road Runner Rollercoaster,Warner Bros. Movie World,,Vekoma,2000,,,Steel,,28.5,42.7,0,,9000000.0
The Joker (Six Flags México),Other,,Gerstlauer,2013,19.2951,-99.2082,Steel,,31.0,,0,,
Zippin Pippin,Other,,The Gravity Group,1912,,,Wood,,40.0,,0,,
Scream (roller coaster),Six Flags Magic Mountain,Operating,Bolliger & Mabillard,2003,34.4286,-118.5983,Steel,2003-04-12,63.0,,7,4.0,
Super Grover's Box Car Derby,Other,,Zierer,2004,,,Steel,,28.0,,0,,
Superman: La Atracción de Acero,Parque Warner Madrid,Operating,Bolliger & Mabillard,2002,40.2277,-3.5906,Steel,2002-04-06,62.1,,7,,
Roar (roller coaster),Other,,Great Coasters International,1998,,,Wood,,50.5,,0,3.5,
Thunderation,Silver Dollar City,Operating,Arrow Dynamics,1993,36.6684,-93.3379,Steel,1993-04-10,48.0,,0,,
Grand National (roller coaster),Blackpool Pleasure Beach,Closed,,1935,53.7919,-3.0531,Wood,1935-01-01,40.0,,0,3.2,
Arthur – The Ride,Europa-Park,Operating,Mack Rides,2014,48.2639,7.7237,Steel,2014-06-01,19.3,44.3,0,,25000000.0
Shuttle Loop (Nagashima Spa Land),Nagashima Spa Land,Operating,Anton Schwarzkopf,1980,35.0303,136.7308,Steel,1980-01-01,57.0,,2,,
Woodstock Express (Cedar Point),Cedar Point,Operating,Vekoma,1999,41.4853,-82.689,Steel,1999-05-10,25.0,,0,,
Revenge of the Mummy,Other,,Premier Rides,2004,,,Steel,,40.0,,0,,
Batman: The Dark Knight (roller coaster),Six Flags New England,Operating,Bolliger & Mabillard,2002,42.0353,-72.6131,Steel,2002-04-20,55.0,,5,,9500000.0
Ninja (Six Flags St. Louis),Other,,Vekoma,1989,38.5149,-90.6739,Steel,,54.7,,4,,
Steel Taipan,Dreamworld,Under construction,Mack Rides,2021,-27.8623,153.3152,Steel,2021-01-01,65.2,,4,3.8,32000000.0
The Monster (Walygator Parc),Other,,Bolliger & Mabillard,2010,49.2299,6.1581,Steel,,55.9,,6,,7000000.0
Thunder Road (roller coaster),Other,Removed,Philadelphia Toboggan Coasters,1976,35.1004,-80.9426,Wood,1976-04-03,58.0,,0,3.4,1600000.0
Wave Breaker: The Rescue Coaster,SeaWorld San Antonio,Operating,Intamin,2017,29.4553,-98.6961,Steel,2017-06-16,44.0,,0,,18000000.0
Adrenaline Peak,Oaks Amusement Park,Operating,Gerstlauer,2018,45.4716,-122.6623,Steel,2018-03-24,45.0,,3,,5000000.0
Kozmo's Kurves,"Elysburg, Pennsylvania, United States",,,2009,40.879,-76.505,Other,,,,0,,
Thunderbolt (1925 roller coaster),Coney Island,Removed,,1925,40.5739,-73.9825,Wood,1925-01-01,,,0,,
Afterburn (roller coaster),Carowinds,Operating,Bolliger & Mabillard,1999,35.1003,-80.9409,Steel,1999-03-20,62.0,,6,,10500000.0
Diving Coaster,Happy Valley Shanghai,Operating,Bolliger & Mabillard,2009,31.0979,121.209,Steel,2009-08-16,68.4,213.3,1,4.0,
Ninja (Six Flags Magic Mountain),Six Flags Magic Mountain,Operating,Arrow Dynamics,1988,34.4222,-118.5983,Steel,1988-05-21,55.0,,0,2.9,6000000.0
Dahlonega Mine Train,Six Flags Over Georgia,Operating,Arrow Dynamics,1967,33.7676,-84.5519,Steel,1967-06-16,29.0,,0,,
The Big One (roller coaster),Blackpool Pleasure Beach,Operating,Arrow Dynamics,1994,53.7892,-3.0553,Steel,1994-05-28,74.0,,0,3.5,12000000.0
Corkscrew (Cedar Point),Cedar Point,Operating,Arrow Development,1976,41.4836,-82.6853,Steel,1976-05-15,48.0,,3,,1750000.0
Blue Streak (Conneaut Lake),Conneaut Lake Park,Closed,,1937,41.6349,-80.318,Wood,1938-05-23,50.0,,0,,
Formula Rossa,Ferrari World Abu Dhabi,Operating,Intamin,2010,24.4842,54.6124,Steel,2010-11-04,149.1,170.6,0,4.8,
Wild Mouse (Hersheypark),Hersheypark,Operating,Mack Rides,1999,40.2925,-76.6548,Steel,1999-05-08,28.0,,0,,
Atlantica SuperSplash,Europa Park,,Mack Rides,2005,48.2622,7.7211,Other,2005-03-19,49.7,98.4,0,4.0,5000000.0
Diavlo,Himeji Central Park,Operating,Bolliger & Mabillard,1994,34.8755,134.7637,Steel,1994-07-01,48.5,,5,,
Fiorano GT Challenge,Other,Operating,Maurer AG,2010,24.4864,54.6042,Steel,2010-11-04,59.0,,0,1.5,
Trailblazer (roller coaster),Hersheypark,Operating,Arrow Development,1974,40.2892,-76.6535,Steel,1974-05-14,35.0,,0,,
Steel Phantom,Kennywood,Operating,D. H. Morgan Manufacturing,1991,40.389,-79.866,Steel,1991-05-10,85.0,,0,3.5,4600000.0
The Cú Chulainn Coaster,Tayto Park,Operating,The Gravity Group,2015,53.5427,-6.4628,Wood,2015-06-06,55.9,105.0,0,,8500000.0
Superman – Ride of Steel,Other,,Intamin,1999,,,Steel,,73.0,,0,,12000000.0
Jet Star 2 (Lagoon),Lagoon Amusement Park,Operating,Anton Schwarzkopf,1976,40.9869,-111.8936,Steel,1976-01-01,,,0,,500000.0
De Vliegende Hollander,Efteling,Operating,Kumbak,2007,51.648,5.0474,Steel,2007-04-01,42.9,59.1,0,2.0,20000000.0
Pantheon (roller coaster),Busch Gardens Williamsburg,Under construction,Intamin,2022,37.2339,-76.6426,Steel,2022-01-01,73.0,,2,,
Merlin's Mayhem,Dutch Wonderland,Operating,S&S – Sansei Technologies,2018,40.0287,-76.2186,Steel,2018-04-28,,,0,,7500000.0
Excalibur (Six Flags AstroWorld),Six Flags AstroWorld,Removed,Arrow Dynamics,1972,29.675,-95.407,Steel,1972-01-01,46.0,,0,,
Psyclone (roller coaster),Six Flags Magic Mountain,Removed,Dinn Corporation,1991,34.421,-118.6003,Wood,1991-03-23,50.0,,0,3.0,5000000.0
Impulse (roller coaster),Knoebels Amusement Resort,Operating,Zierer,2015,40.8798,-76.5018,Steel,2015-04-25,55.0,,4,,
Harpy (Xishuangbanna Theme Park),Xishuangbanna Theme Park,Closed,Bolliger & Mabillard,2015,22.0277,100.742,Steel,2015-09-26,52.8,,2,,
Wonder Woman Flight of Courage,Six Flags Magic Mountain,Under construction,Rocky Mountain Construction,2022,,,Steel,2022-01-01,58.0,,3,,
Thunderbird (Holiday World),Holiday World & Splashin' Safari,Operating,Bolliger & Mabillard,2014,38.1242,-86.909,Steel,2015-04-25,60.0,,4,,22000000.0
Ricochet (Carowinds),Carowinds,Operating,Mack Rides,2002,35.1042,-80.9428,Steel,2002-03-23,28.0,,0,,
The Jester (roller coaster),Other,,Vekoma,2003,,,Steel,,40.0,,3,3.5,4300000.0
Viper (Six Flags Over Georgia),Other,Discontinued,Anton Schwarzkopf,1995,,,Other,,,,2,,
The Flying Cobras,Other,,Vekoma,2009,,,Steel,,47.0,,6,5.2,
Lil' Devil Coaster,Six Flags Great Adventure,Operating,Zamperla,1999,40.1343,-74.4434,Steel,1999-01-01,,,0,,
Beast (Alton Towers),"Alton, Staffordshire, England",,,1988,52.9875,-1.8908,Other,,,,0,,
Dragon's Fury (roller coaster),Chessington World of Adventures,Operating,Maurer AG,2004,51.348,-0.319,Steel,2004-03-27,,,0,,
White Canyon (roller coaster),Yomiuriland,Removed,TOGO,1994,35.6258,139.5214,Wood,1994-04-09,52.4,,0,3.5,
Kong (roller coaster),Other,,Vekoma,1998,,,Steel,,49.7,,5,,
Linnunrata,Linnanmäki,Operating,Zierer,2000,60.1878,24.94,Steel,2000-05-01,24.9,23.0,0,,
Wonder Mountain's Guardian,Canada's Wonderland,Operating,Art Engineering,2014,43.84,-79.54,Steel,2014-05-24,,60.0,0,,10000000.0
Thunderbolt Express,Other,,Arrow Dynamics,1988,,,Steel,,45.0,,1,4.0,
Diamondback (Kings Island),Kings Island,Operating,Bolliger & Mabillard,2009,39.3421,-84.2674,Other,2009-04-18,80.0,,0,4.2,22000000.0
The Comet (Great Escape),Great Escape,Operating,Philadelphia Toboggan Coasters,1994,43.3514,-73.6851,Wood,1948-01-01,55.0,,0,,
High Roller (Stratosphere),Stratosphere Tower,Removed,S&MC,1996,36.1474,-115.1554,Steel,1996-04-29,30.0,,0,2.0,900000.0
Disaster Transport,Cedar Point,Removed,Intamin,1985,41.4811,-82.6794,Steel,1985-01-01,40.0,,0,2.7,3400000.0
Joris en de Draak,Other,Operating,Great Coasters International,2010,51.6469,5.0525,Wood,2010-07-01,46.6,82.0,0,,13000000.0
Twist Coaster Robin,Yomiuriland,Removed,Sansei Technologies,2014,35.6253,139.5194,Steel,2014-03-19,38.5,62.3,2,3.9,450000000.0
Freedom Flyer,Fun Spot America,Operating,Vekoma,2013,28.4662,-81.4561,Steel,2013-06-08,34.2,,0,2.5,
Mega Zeph,Six Flags New Orleans,Closed,Custom Coasters International,2000,30.0531,-89.9375,Wood,2000-05-20,57.0,,0,,
Kentucky Rumbler,Beech Bend Park,Operating,Great Coasters International,2006,37.0225,-86.4017,Wood,2006-05-06,47.0,,0,,4600000.0
Zach's Zoomer,Michigan's Adventure,Operating,Custom Coasters International,1994,43.3434,-86.2809,Wood,1994-07-22,,,0,,
XLR-8,Six Flags AstroWorld,Removed,Arrow Dynamics,1984,29.6748,-95.4056,Steel,1984-05-12,34.1,,0,,3200000.0
Kirnu,Linnanmäki,Operating,Intamin,2007,60.1883,24.94,Steel,2007-04-27,37.0,,0,2.6,
Comet (Lincoln Park),Lincoln Park,Removed,National Amusement Devices,1946,41.6362,-71.0432,Wood,1946-10-01,55.0,,0,,
Steel Eel,SeaWorld San Antonio,Operating,D. H. Morgan Manufacturing,1999,29.4553,-98.6961,Steel,1999-03-06,65.0,,0,3.5,
Firebird (roller coaster),Other,,Bolliger & Mabillard,2012,,,Steel,,55.0,,2,,
Giant Inverted Boomerang,Other,In Production,Vekoma,2001,,,Other,,65.6,193.6,0,,
Cannibal (roller coaster),Lagoon,Operating,Lagoon Corporation,2015,40.9874,-111.8955,Steel,2015-07-02,70.0,,4,4.2,22000000.0
Katun (roller coaster),Mirabilandia,Operating,Bolliger & Mabillard,2000,44.3383,12.2668,Steel,2000-04-01,65.0,,6,4.0,
Steel Lasso,Frontier City,Operating,Chance Morgan,2008,35.5838,-97.4405,Steel,2008-07-18,30.0,48.9,0,2.2,4000000.0
Grand Exposition Coaster,Silver Dollar City,Operating,Zamperla,2006,36.6704,-93.3366,Steel,2006-04-01,,,0,,
Wild Rider,Six Flags Great Adventure,Removed,Anton Schwarzkopf,1978,40.1363,-74.4416,Steel,1978-01-01,,,0,,
Texas Giant,Six Flags Over Texas,Operating,Rocky Mountain Construction,1990,32.7564,-97.0731,Steel,2011-04-22,65.0,,0,4.2,10000000.0
Backyardigans: Mission to Mars,Movie Park Germany,Operating,Vekoma,1996,51.6198,6.976,Steel,1996-06-30,21.7,27.9,0,,
Indiana Jones et le Temple du Péril,Disneyland Park (Paris),Operating,Intamin,1993,,,Steel,1993-07-30,36.0,,1,,
Dawson Duel (roller coaster),Other,Operating,Wiegand,2017,50.8483,2.9475,Steel,2017-05-05,24.9,,0,,4000000.0
The Riddler Mindbender,Six Flags Over Georgia,Operating,Anton Schwarzkopf,1978,33.7703,-84.5475,Steel,1978-03-31,50.0,,2,,2800000.0
Swamp Thing (Wild Adventures),Wild Adventures,Operating,Vekoma,2003,30.7196,-83.3217,Steel,2003-01-01,26.0,,0,2.2,
Daidarasaurus,Expoland,Removed,Sansei Technologies,1970,34.8044,135.5359,Steel,1970-01-01,44.7,91.9,0,,
Woodstock Express (Kings Island),Kings Island,Operating,Philadelphia Toboggan Coasters,2010,39.3432,-84.2693,Wood,1972-01-01,35.0,,0,,
Iron Wolf (roller coaster),Other,,Bolliger & Mabillard,1990,,,Steel,,55.0,,2,,
Vortex (Great America),California's Great America,Operating,Bolliger & Mabillard,1991,37.3967,-121.9732,Steel,1991-03-09,45.0,,2,,
Grover's Alpine Express,Busch Gardens Williamsburg,Operating,Zierer,2009,37.2361,-76.6444,Steel,2009-04-03,26.5,,0,,
Klondike Gold Mine (roller coaster),Other,,Pinfari,1985,,,Steel,,,,1,,
Rita (roller coaster),Alton Towers,Operating,Intamin,2005,52.985,-1.8905,Steel,2005-04-01,61.1,60.4,0,4.7,8000000.0
Cannon Ball (roller coaster),Lake Winnepesaukah,Operating,Philadelphia Toboggan Coasters,1967,,,Wood,1967-01-01,50.0,,0,,
The Great Pumpkin Coaster,"Mason, Ohio, United States",Operating,,1992,39.3448,-84.2686,Other,,,,0,,
Cosmic Coaster (Valleyfair),Other,,Zamperla,1992,,,Steel,,15.0,,0,,
Tigris (roller coaster),Busch Gardens Tampa,Operating,Premier Rides,2019,28.0379,-82.4249,Steel,2019-04-19,62.0,,1,,
Viper (Six Flags Great America),Six Flags Great America,Operating,Six Flags,1995,42.3681,-87.9372,Wood,1995-04-29,50.0,,0,3.6,
Toboggan (Lakemont Park),Lakemont Park,Removed,Chance Rides,1991,40.4712,-78.3961,Steel,1991-01-01,,,0,,
Kawasemi,Tobu Zoo,Operating,Intamin,2008,,,Steel,2008-01-01,52.8,,0,,
Wild Mouse (Idlewild),Idlewild and Soak Zone,Operating,Vekoma,1985,40.2598,-79.2799,Steel,1985-01-01,30.0,,0,,
Viking Voyage,"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Operating,,2010,28.3303,-81.5147,Other,,,,0,,
Villain (roller coaster),Geauga Lake,Removed,Custom Coasters International,2000,41.3528,-81.3725,Other,2000-05-05,59.0,,0,,
Scooby-Doo (Carowinds),Carowinds,Operating,Philadelphia Toboggan Coasters,1975,35.101,-80.9394,Wood,1975-01-01,36.0,,0,,
Woodstock Express (Dorney Park),Dorney Park & Wildwater Kingdom,Operating,Zamperla,2000,40.5793,-75.5326,Steel,2000-05-05,13.0,,0,,
Alpine Bobsled,Other,,Intamin,1984,,,Steel,,35.0,,0,,
Eurofighter (Zoosafari Fasanolandia),Zoosafari Fasanolandia,Operating,Gerstlauer,2011,40.8303,17.3398,Steel,2011-08-06,43.5,75.5,2,,2187000.0
Twisted Cyclone,Six Flags Over Georgia,Operating,Rocky Mountain Construction,1990,33.7703,-84.5522,Steel,2018-05-25,50.0,,3,,
Cheetah Hunt,Busch Gardens Tampa Bay,Operating,Intamin,2011,28.0342,-82.42,Steel,2011-05-27,60.0,,1,4.0,
Vild-Svinet,BonBon-Land,Operating,Gerstlauer,2003,55.2611,11.8634,Steel,2003-05-16,45.0,72.2,1,,
Xcelerator,Knott's Berry Farm,Operating,Intamin,2002,33.8458,-118.0008,Steel,2002-06-22,82.0,,0,,13000000.0
Loop the Loop (Coney Island),Other,Removed,Edwin Prescott,1901,40.5745,-73.978,Steel,1901-01-01,,,1,,
Jazz Railway,Rocky Glen Park,Removed,Traver Engineering,1925,41.3533,-75.7059,Wood,1925-01-01,,,0,,20000.0
Flying Fish (roller coaster),Thorpe Park,Operating,Mack Rides,1984,51.4052,-0.5139,Steel,1984-01-01,16.8,,0,2.1,1000000.0
Canyon Blaster (Great Escape),Other,,Arrow Development,2003,,,Steel,,45.0,,0,,
Flying Coaster (Elitch Gardens),Other,,Zamperla,2002,,,Steel,,25.7,,2,3.3,
Batman The Escape,Other,,Intamin,1993,,,Steel,,55.0,,1,3.4,
Olympia Looping,Oktoberfest,Operating,BHS,1989,48.131,11.549,Steel,1989-09-17,52.0,,5,5.2,
Cyclone (Palisades Amusement Park),Palisades Amusement Park,Removed,Traver Engineering,1927,40.8281,-73.9778,Wood,1927-09-10,,,0,,
Poltergeist (roller coaster),Six Flags Fiesta Texas,Operating,Premier Rides,1999,29.5969,-98.6083,Steel,1999-05-28,60.0,,4,4.5,
Glissade (roller coaster),Busch Gardens Williamsburg,Removed,Anton Schwarzkopf,1975,37.235,-76.644,Steel,1975-01-01,,,0,,
Tiger Express (roller coaster),Other,,Mack Rides,2011,,,Steel,,28.0,45.9,0,,
Acrobat (roller coaster),Nagashima Spa Land,Operating,Bolliger & Mabillard,2015,,,Steel,2015-07-18,55.9,,4,,
Mystery Mine,Dollywood,Operating,Gerstlauer,2007,35.7956,-83.5301,Steel,2007-04-13,43.5,,2,,17500000.0
Kiddy Hawk,Carowinds,Operating,Vekoma,2003,,,Steel,2003-03-22,26.0,,0,2.2,
Tremors (roller coaster),Silverwood Theme Park,Operating,Custom Coasters International,1999,47.9053,-116.7097,Wood,1999-05-15,50.0,,0,2.5,
Texas Cyclone,Six Flags AstroWorld,Removed,Frontier Construction Company,1976,29.6767,-95.4097,Wood,1976-06-12,,,0,,
Orkanen,Fårup Sommarland,Operating,Vekoma,2013,57.27,9.6453,Steel,2013-06-05,46.6,,0,3.0,35000000.0
Mystic (roller coaster),Walibi Rhône-Alpes,Operating,Gerstlauer,2019,45.62,5.5715,Steel,2019-05-30,52.8,,3,,6000000.0
Battlestar Galactica (roller coaster),Other,Operating,Vekoma,2010,1.2541,103.8223,Steel,2010-03-18,51.0,,5,,
Boomerang (roller coaster),Other,In Production,Vekoma,1984,,,Other,,47.0,116.5,6,,
Abyssus,Energylandia,Operating,Vekoma,2021,49.9992,19.4011,Steel,2021-07-14,62.1,,4,4.5,11000000.0
Cannon Coaster,Coney Island,Removed,George Francis Meyer,1902,40.575,-73.98,Wood,1902-01-01,,,0,,
Hydrus (roller coaster),Casino Pier,Operating,Gerstlauer,2017,39.9428,-74.0721,Steel,2017-05-26,45.0,,3,,
Colossus (Thorpe Park),Thorpe Park,Operating,Intamin,2002,51.4032,-0.513,Steel,2002-03-22,45.0,,10,4.2,13500000.0
Hundeprutterutchebane,BonBon-Land,Operating,Zierer,1993,55.2599,11.8639,Steel,1993-01-01,18.6,14.8,0,,
Twisted Typhoon,Wild Adventures,Operating,Vekoma,1999,30.7181,-83.3243,Steel,1999-05-08,49.7,,5,,
Fēnix (roller coaster),Toverland,Operating,Bolliger & Mabillard,2018,51.3997,5.985,Steel,2018-07-07,59.0,,3,5.0,13000000.0
Hyperion (roller coaster),Energylandia,Operating,Intamin,2018,,,Steel,2018-07-14,88.2,252.6,1,4.8,
Steel Hawg,Indiana Beach,Operating,S&S – Sansei Technologies,2008,40.7909,-86.7718,Steel,2008-07-05,41.0,,2,,
Possessed (roller coaster),Other,,Intamin,2000,,,Steel,,70.0,,0,3.7,
Invertigo (roller coaster),Other,In Production,Vekoma,1997,,,Other,,50.0,,3,,
ISpeed,Mirabilandia,Operating,Intamin,2009,,,Steel,2009-05-20,74.6,,2,,15000000.0
Phaethon (roller coaster),Gyeongju World,Operating,Bolliger & Mabillard,2007,35.8367,129.28,Steel,2007-05-05,55.9,,6,,
Roller Coaster (Papéa Parc),Other,,Zierer,2000,41.3535,-81.3756,Other,,22.4,,0,,
Chang (roller coaster),Other,,Bolliger & Mabillard,1997,,,Steel,,63.0,,5,,12000000.0
Fahrenheit (roller coaster),Hersheypark,Operating,Intamin,2008,40.291,-76.6552,Steel,2008-05-24,58.0,,6,,12100000.0
Big Dipper (Camden Park),Camden Park,Operating,National Amusement Devices,1958,,,Other,1958-01-01,,,0,,
Raik,Phantasialand,Operating,Vekoma,2016,50.7996,6.8828,Steel,2016-06-30,38.5,,0,,
Thunderhawk (Michigan's Adventure),Other,,Vekoma,1998,,,Steel,,49.7,,5,,10000000.0
Cosmic Coaster (Worlds of Fun),Worlds of Fun,Operating,Preston & Barbieri,1993,39.1723,-94.4889,Steel,1993-04-03,,,0,,
Nickelodeon Slime Streak,Nickelodeon Universe,Operating,Chance Rides,2019,40.8061,-74.0706,Steel,2019-10-25,37.0,,0,2.5,
Apollo's Chariot,Busch Gardens Williamsburg,Operating,Bolliger & Mabillard,1999,37.2348,-76.6413,Steel,1999-03-30,73.0,,0,4.1,20000000.0
Do-Dodonpa,Fuji-Q Highland,Closed,S&S – Sansei Technologies,2001,35.4877,138.7823,Steel,2001-12-21,111.8,160.8,1,,
Dare Devil Dive,Six Flags Over Georgia,Operating,Gerstlauer,2011,33.7703,-84.5479,Steel,2011-05-28,52.0,,3,,9000000.0
Extremeroller,Worlds of Fun,Removed,Arrow Dynamics,1976,39.1728,-94.4892,Steel,1976-01-01,50.0,,2,,
Enchanted Airways,Universal Studios Singapore,Operating,Vekoma,2010,1.255,103.8222,Steel,2010-03-18,28.5,42.7,0,,
Huracan (Belantis),Belantis,Operating,Gerstlauer,2010,51.2531,12.3125,Steel,2010-06-26,52.8,105.0,5,4.3,5000000.0
Zydeco Scream,Other,,Vekoma,2000,,,Steel,,47.0,,3,5.2,
Griffon (roller coaster),Busch Gardens Williamsburg,Operating,Bolliger & Mabillard,2007,37.2344,-76.6475,Steel,2007-05-18,71.0,,2,4.0,15600000.0
Mammut (roller coaster),Gardaland,Operating,Vekoma,2008,45.4578,10.7125,Steel,2008-03-19,31.1,,0,,
Silver Star (roller coaster),Europa-Park,Operating,Bolliger & Mabillard,2002,48.268,7.72,Steel,2002-03-23,78.9,239.5,0,4.0,
The Wild One (roller coaster),Six Flags America,,Dinn Corporation,1917,38.9092,-76.7725,Wood,,53.0,,0,,
Moonsault Scramble,Fuji-Q Highland,Removed,Meisho Amusement Machines,1983,35.487,138.78,Steel,1983-06-24,55.9,,2,6.5,
Batman: The Ride (Six Flags México),Six Flags Mexico,Operating,Vekoma,2000,19.2952,-99.2065,Steel,2000-04-14,49.7,,5,,
Volcano: The Blast Coaster,Kings Dominion,Removed,Intamin,1998,37.8394,-77.4402,Steel,1998-08-03,70.0,,4,,20000000.0
Wicked (roller coaster),Lagoon Amusement Park,Operating,Zierer,2007,40.9839,-111.8956,Steel,2007-06-01,55.0,,1,4.8,10000000.0
Patriot (California's Great America),California's Great America,Operating,Bolliger & Mabillard,2017,37.3967,-121.9732,Steel,1991-03-09,45.0,,2,,
Crush's Coaster,Walt Disney Studios Park,Operating,Maurer AG,2007,48.8682,2.7777,Steel,2007-06-09,37.7,,0,,
Dinoconda,China Dinosaurs Park,Operating,S&S – Sansei Technologies,2012,31.8245,119.9955,Steel,2012-04-29,78.3,,3,,
Thunderbolt (Dreamworld),Dreamworld,Removed,Sanoyas Hishino Meisho,1982,-27.8651,153.3165,Steel,1982-04-01,54.1,101.7,2,,3300000.0
Superman: Krypton Coaster (Six Flags Mexico),Other,In Production,Vekoma,1993,,,Steel,,,,0,,
G Force (roller coaster),Drayton Manor Theme Park,Removed,Maurer AG,2005,52.6128,-1.7147,Other,2005-07-26,43.5,,3,4.3,2500000.0
The Great White (SeaWorld San Antonio),SeaWorld San Antonio,Operating,Bolliger & Mabillard,1997,29.4523,-98.6965,Steel,1997-02-01,50.0,,5,4.6,21000000.0
Superman El Último Escape,Six Flags México,Operating,D. H. Morgan Manufacturing,2004,,,Steel,2004-11-19,74.6,,0,,
Air Grover,"Tampa, Florida, U.S.",Operating,,2010,28.0379,-82.4216,Other,,,,0,,
Valkyria (roller coaster),Liseberg,Operating,Bolliger & Mabillard,2018,57.6932,11.9953,Steel,2018-08-10,65.2,,3,,
Rollie's Coaster,Morey's Piers,Operating,Pinfari,1999,38.9858,-74.8097,Steel,1999-01-01,27.0,,0,,
Outlaw (roller coaster),Adventureland (Iowa),Operating,Custom Coasters International,1993,41.6491,-93.5006,Wood,1993-04-24,48.0,,0,3.2,2000000.0
WildCat (Cedar Point),Cedar Point,Removed,Anton Schwarzkopf,1979,41.4817,-82.685,Steel,1979-01-01,40.0,,0,,
Pikajuna,Linnanmäki,Operating,Mack Rides,1990,60.1875,24.9381,Steel,1990-01-01,23.0,23.0,0,,
Emperor (roller coaster),SeaWorld San Diego,Under construction,Bolliger & Mabillard,2022,32.764,-117.2224,Steel,2022-03-01,63.0,,4,,
Flying Super Saturator,Carowinds,Removed,Setpoint USA,2000,35.1027,-80.9431,Steel,2000-04-01,30.0,,0,,4000000.0
Desperado (roller coaster),Primm Valley Resorts,Closed,Arrow Dynamics,1994,35.6142,-115.3844,Steel,1994-08-11,80.0,,0,4.0,30000000.0
Scenic Railway (Euclid Beach Park),"Cleveland, Ohio, United States",Closed,,1907,41.58,-81.57,Other,,,,0,,
Blue Streak (Cedar Point),Cedar Point,Operating,Philadelphia Toboggan Coasters,1964,41.4799,-82.6826,Wood,1964-05-23,40.0,,0,,200000.0
Wildcat (Jolly Roger Amusement Park),Other,,Anton Schwarzkopf,1970,,,Steel,,,,0,,
Svalbard Ekspressen,Kongeparken,Operating,Vekoma,2000,58.7801,5.8405,Steel,2000-01-01,21.7,,0,,
Ravine Flyer II,Waldameer Park,Operating,The Gravity Group,2008,42.1093,-80.157,Wood,2008-05-17,60.0,,0,3.5,6000000.0
Jetline,Gröna Lund,Operating,Anton Schwarzkopf,1988,59.3231,18.0956,Steel,1988-01-01,55.9,,0,4.5,
Incredicoaster,Disney California Adventure,Operating,Intamin,2001,33.8046,-117.9218,Steel,2001-02-08,55.0,,1,,60000000.0
